tweet_id,retweet_count,favorite_count
787810552592695296,2842,8155
787717603741622272,2587,9715
787397959788929025,2670,10339
787322443945877504,1628,7401
787111942498508800,6301,0
786963064373534720,7433,25289
786729988674449408,2275,0
786709082849828864,5734,17373
786664955043049472,2366,10056
786595970293370880,2918,8980
786363235746385920,3220,10285
786286427768250368,2648,7565
786233965241827333,4380,14415
786051337297522688,148,1354
786036967502913536,6505,0
785927819176054784,2991,10815
785872687017132033,1673,6346
785639753186217984,2106,7462
785533386513321988,1843,8595
785515384317313025,1166,5800
785264754247995392,1519,6913
785170936622350336,4501,11384
784826020293709826,3012,9576
784517518371221505,2366,8502
784431430411685888,1184,5446
784183165795655680,7483,18971
784057939640352768,10366,28105
783839966405230592,10052,28411
783821107061198850,1829,6991
783695101801398276,2991,9873
783466772167098368,2076,7986
783391753726550016,5096,16006
783347506784731136,5148,0
783334639985389568,10889,27503
783085703974514689,2020,7740
782969140009107456,6891,22821
782747134529531904,1319,7071
782722598790725632,5017,16301
782598640137187329,1767,7383
782305867769217024,5129,15716
782021823840026624,5741,0
781955203444699136,3138,10571
781661882474196992,2528,9883
781655249211752448,1053,3785
781524693396357120,5148,19597
781308096455073793,2385,6751
781251288990355457,1930,7925
781163403222056960,2584,9278
780931614150983680,6748,20495
780858289093574656,1866,6802
780800785462489090,1201,5195
780601303617732608,3127,11429
780543529827336192,1627,5953
780496263422808064,3425,0
780476555013349377,103,0
780459368902959104,1003,5000
780192070812196864,2089,8222
780092040432480260,2137,0
780074436359819264,4570,11434
779834332596887552,6505,17773
779377524342161408,2889,8258
779124354206535695,17034,0
779056095788752897,4212,13905
778990705243029504,6657,18755
778774459159379968,9161,0
778764940568104960,338,820
778748913645780993,1207,6463
778650543019483137,1391,5428
778624900596654080,943,4342
778408200802557953,4009,12872
778396591732486144,11345,0
778383385161035776,1019,5507
778286810187399168,3064,9745
778039087836069888,2466,7995
778027034220126208,1493,6200
777953400541634568,3269,0
777885040357281792,1515,5998
777684233540206592,2727,10623
777641927919427584,3922,0
777621514455814149,2341,8221
777189768882946048,3985,13321
776819012571455488,12608,0
776813020089548800,1114,4605
776477788987613185,2561,8253
776249906839351296,8464,0
776218204058357768,14740,28114
776201521193218049,2335,9029
776113305656188928,4025,11122
776088319444877312,141,1714
775898661951791106,15542,0
775842724423557120,2466,11043
775733305207554048,3699,13085
775729183532220416,4281,12272
775364825476165632,2713,6951
775350846108426240,3628,9585
775085132600442880,4374,14632
774757898236878852,1656,8140
774639387460112384,1615,6368
774314403806253056,5092,20549
773985732834758656,3587,10167
773922284943896577,1629,6062
773704687002451968,1498,6232
773670353721753600,1225,5051
773547596996571136,5698,20830
773336787167145985,4674,0
773308824254029826,6953,21991
773247561583001600,3004,8887
773191612633579521,3806,9399
772877495989305348,3580,8054
772826264096874500,2210,7569
772615324260794368,3118,0
772581559778025472,1588,6114
772193107915964416,1291,5680
772152991789019136,1054,3590
772117678702071809,687,3554
772114945936949249,439,2583
772102971039580160,866,3775
771908950375665664,1757,6189
771770456517009408,3142,11294
771500966810099713,2421,7777
771380798096281600,4674,9919
771171053431250945,6895,0
771136648247640064,2710,8614
771102124360998913,1335,5867
771014301343748096,1539,6485
770787852854652928,1104,4621
770772759874076672,1326,4890
770655142660169732,1668,6929
770414278348247044,1927,5945
770293558247038976,1355,5855
770093767776997377,2818,0
770069151037685760,2126,7147
769940425801170949,8838,29308
769695466921623552,1564,6048
769335591808995329,7130,0
769212283578875904,1600,5085
768970937022709760,6002,13412
768909767477751808,2443,0
768855141948723200,827,3936
768609597686943744,1099,3861
768596291618299904,1188,4736
768554158521745409,5387,0
768473857036525572,3161,12779
768193404517830656,3269,10201
767884188863397888,1266,4469
767754930266464257,4961,14991
767500508068192258,2151,7057
767191397493538821,3479,11544
767122157629476866,2648,9557
766793450729734144,1260,4751
766714921925144576,348,2465
766693177336135680,730,3798
766423258543644672,1458,5644
766313316352462849,1734,6346
766078092750233600,2424,0
766069199026450432,775,3948
766008592277377025,461,3538
765719909049503744,1995,6808
765669560888528897,1132,4858
765395769549590528,3118,25134
765371061932261376,2005,6682
765222098633691136,3118,10932
764857477905154048,1648,6085
764259802650378240,1393,5644
763956972077010945,50,733
763837565564780549,3818,11774
763183847194451968,1359,5062
763167063695355904,2752,0
763103485927849985,2124,6936
762699858130116608,3313,11372
762471784394268675,5920,10523
762464539388485633,3839,9650
762316489655476224,1029,4505
762035686371364864,14312,29835
761976711479193600,1829,5049
761750502866649088,3590,0
761745352076779520,794,4021
761672994376806400,26766,46317
761599872357261312,1102,3885
761371037149827077,16666,0
761334018830917632,1339,4832
761292947749015552,1001,4195
761227390836215808,1447,5005
761004547850530816,3215,10656
760893934457552897,890,3576
760656994973933572,1752,6182
760641137271070720,1190,4682
760539183865880579,3346,7082
760521673607086080,1288,3925
760290219849637889,10580,25096
760252756032651264,798,3709
760190180481531904,1653,5354
760153949710192640,28,0
759943073749200896,1934,5531
759846353224826880,1799,6299
759793422261743616,1762,5582
759557299618865152,1105,4404
759447681597108224,2275,7949
759446261539934208,454,1564
759197388317847553,1804,5700
759159934323924993,1067,0
759099523532779520,3826,13633
759047813560868866,1851,6075
758854675097526272,842,3326
758828659922702336,3557,10487
758740312047005698,1499,5381
758474966123810816,914,3562
758467244762497024,2029,4477
758405701903519748,1764,4877
758355060040593408,966,3158
758099635764359168,9161,17743
758041019896193024,339,2532
757741869644341248,3027,6419
757729163776290825,7215,0
757725642876129280,1113,4254
757611664640446465,1009,4291
757597904299253760,278,0
757596066325864448,959,4073
757400162377592832,6326,14150
757393109802180609,1579,5451
757354760399941633,1302,4210
756998049151549440,1835,5871
756939218950160384,1841,6224
756651752796094464,1192,4705
756526248105566208,3305,9719
756303284449767430,1005,3703
756288534030475264,16331,41232
756275833623502848,1406,5987
755955933503782912,2633,6831
755206590534418437,4910,15320
755110668769038337,10197,19768
754874841593970688,7250,0
754856583969079297,2311,6451
754747087846248448,477,2421
754482103782404096,1793,4940
754449512966619136,672,3509
754120377874386944,2163,7400
753655901052166144,1997,5461
753420520834629632,3237,7355
753398408988139520,1732,5358
753375668877008896,2137,7149
753298634498793472,5216,0
753294487569522689,960,3129
753039830821511168,19203,34619
753026973505581056,877,3659
752932432744185856,6301,11766
752917284578922496,1444,6510
752701944171524096,2619,0
752682090207055872,1460,5612
752660715232722944,1424,4081
752568224206688256,2088,5119
752519690950500352,3157,6869
752334515931054080,1009,3594
752309394570878976,14906,0
752173152931807232,1672,5550
751950017322246144,832,2852
751937170840121344,1201,4835
751830394383790080,1788,5446
751793661361422336,2620,5399
751598357617971201,2832,7418
751583847268179968,1005,4111
751538714308972544,1148,4725
751456908746354688,925,3013
751251247299190784,5398,11743
751205363882532864,1666,5908
751132876104687617,1187,4730
750868782890057730,1251,4467
750719632563142656,4592,12270
750506206503038976,1055,4143
750429297815552001,3922,12305
750383411068534784,1042,4267
750381685133418496,27,670
750147208377409536,876,2913
750132105863102464,1183,3373
750117059602808832,1212,4054
750101899009982464,777,2849
750086836815486976,491,2026
750071704093859840,3037,7258
750056684286914561,820,2955
750041628174217216,567,2969
750026558547456000,720,2533
750011400160841729,821,3015
749996283729883136,756,2836
749981277374128128,2278,4785
749774190421639168,1211,4355
749417653287129088,1517,5696
749403093750648834,492,2440
749395845976588288,3158,7968
749317047558017024,2050,5099
749075273010798592,1889,5374
749064354620928000,1408,4503
749036806121881602,731,2883
748977405889503236,3134,10034
748705597323898880,879,2585
748699167502000129,1460,4420
748692773788876800,1229,3958
748575535303884801,1813,5642
748568946752774144,610,2049
748346686624440324,1122,4859
748337862848962560,3739,7071
748324050481647620,694,3460
748307329658011649,656,3450
748220828303695873,7121,13152
747963614829678593,1958,5389
747933425676525569,2359,6179
747885874273214464,882,2726
747844099428986880,677,2625
747816857231626240,1061,4506
747651430853525504,143,1275
747648653817413632,5337,11985
747600769478692864,523,2171
747594051852075008,950,3426
747512671126323200,1478,5137
747461612269887489,949,3597
747439450712596480,1753,5042
747242308580548608,2636,0
747219827526344708,1442,4899
747204161125646336,833,3127
747103485104099331,3629,8902
746906459439529985,271,2723
746872823977771008,1952,5582
746818907684614144,1596,4956
746790600704425984,1466,4527
746757706116112384,3560,8859
746726898085036033,1642,5642
746542875601690625,1747,4700
746521445350707200,901,0
746507379341139972,991,4347
746369468511756288,1490,5769
746131877086527488,2003,6398
746056683365994496,741,3326
745789745784041472,965,3677
745712589599014916,2131,6516
745433870967832576,2312,6554
745422732645535745,2207,7952
745314880350101504,2484,6614
745074613265149952,3188,7287
745057283344719872,2056,6756
744995568523612160,569,2750
744971049620602880,2449,7309
744709971296780288,1441,5233
744334592493166593,1937,6341
744234799360020481,70734,144882
744223424764059648,327,1534
743980027717509120,1005,3904
743895849529389061,881,3408
743835915802583040,1874,0
743609206067040256,1270,4162
743595368194129920,5967,16988
743545585370791937,862,3284
743510151680958465,3419,7418
743253157753532416,1124,3935
743222593470234624,1744,5737
743210557239623680,1238,3560
742534281772302336,3284,6571
742528092657332225,1796,4112
742465774154047488,3609,6762
742423170473463808,3425,9109
742385895052087300,1780,6293
742161199639494656,1248,4009
742150209887731712,1402,4722
741793263812808706,1388,4219
741743634094141440,2502,7555
741438259667034112,748,3420
741303864243200000,2923,8137
741099773336379392,5030,9241
741067306818797568,2818,8870
740995100998766593,2476,5836
740711788199743490,865,3151
740699697422163968,710,2652
740676976021798912,6222,16853
740373189193256964,12142,32616
740365076218183684,389,2251
740359016048689152,798,3050
740214038584557568,1790,6193
739979191639244800,5387,18531
739932936087216128,988,3762
739844404073074688,791,3533
739623569819336705,1241,3503
739606147276148736,1495,4999
739544079319588864,19285,36510
739485634323156992,2644,6613
739238157791694849,52900,107247
738891149612572673,6,91
738885046782832640,1045,3505
738883359779196928,723,3051
738537504001953792,1400,4707
738402415918125056,744,3018
738184450748633089,1109,3983
738166403467907072,3042,8094
738156290900254721,587,2290
737826014890496000,1611,4840
737800304142471168,3177,9283
737678689543020544,1203,4639
737445876994609152,4066,9466
737322739594330112,736,3328
737310737551491075,6760,13548
736736130620620800,1543,3892
736392552031657984,6670,16368
736365877722001409,1117,3683
736225175608430592,2551,7501
736010884653420544,2710,7264
735991953473572864,1037,3302
735648611367784448,1016,3735
735635087207878657,2146,5673
735274964362878976,4554,12054
735256018284875776,803,3072
735137028879360001,885,2885
734912297295085568,472,2550
734787690684657664,5766,11581
734776360183431168,489,2328
734559631394082816,355,1377
733828123016450049,718,3307
733822306246479872,932,3388
733482008106668032,854,2884
733460102733135873,1140,3877
733109485275860992,15542,49398
732732193018155009,483,2232
732726085725589504,800,3297
732585889486888962,713,3368
732375214819057664,2286,7442
732005617171337216,4882,13717
731285275100512256,903,3225
731156023742988288,1144,3554
730924654643314689,1791,5652
730573383004487680,1918,4473
730427201120833536,941,3208
730211855403241472,959,3506
